,,,,,region1,,region2
 ['罗山县', 410000, '河南省']和['大悟县', '湖北省']相邻, 罗山县,411521000000, 大悟县,420922000000
 ['罗山县', 410000, '河南省']和['正阳县', '河南省']相邻, 罗山县,411521000000, 正阳县,411724000000
 ['光山县', 410000, '河南省']和['息县', '河南省']相邻, 光山县,411522000000, 息县,411528000000
 ['光山县', 410000, '河南省']和['新县', '河南省']相邻, 光山县,411522000000, 新县,411523000000
 ['光山县', 410000, '河南省']和['商城县', '河南省']相邻, 光山县,411522000000, 商城县,411524000000
 ['光山县', 410000, '河南省']和['潢川县', '河南省']相邻, 光山县,411522000000, 潢川县,411526000000
 ['新县', 410000, '河南省']和['大悟县', '湖北省']相邻, 新县,411523000000, 大悟县,420922000000
 ['新县', 410000, '河南省']和['红安县', '湖北省']相邻, 新县,411523000000, 红安县,421122000000
 ['新县', 410000, '河南省']和['商城县', '河南省']相邻, 新县,411523000000, 商城县,411524000000
 ['新县', 410000, '河南省']和['麻城市', '湖北省']相邻, 新县,411523000000, 麻城市,421181000000
 ['商城县', 410000, '河南省']和['固始县', '河南省']相邻, 商城县,411524000000, 固始县,411525000000
 ['商城县', 410000, '河南省']和['潢川县', '河南省']相邻, 商城县,411524000000, 潢川县,411526000000
 ['商城县', 410000, '河南省']和['麻城市', '湖北省']相邻, 商城县,411524000000, 麻城市,421181000000
 ['固始县', 410000, '河南省']和['淮滨县', '河南省']相邻, 固始县,411525000000, 淮滨县,411527000000
 ['固始县', 410000, '河南省']和['潢川县', '河南省']相邻, 固始县,411525000000, 潢川县,411526000000
 ['潢川县', 410000, '河南省']和['淮滨县', '河南省']相邻, 潢川县,411526000000, 淮滨县,411527000000
 ['潢川县', 410000, '河南省']和['息县', '河南省']相邻, 潢川县,411526000000, 息县,411528000000
 ['淮滨县', 410000, '河南省']和['息县', '河南省']相邻, 淮滨县,411527000000, 息县,411528000000
 ['淮滨县', 410000, '河南省']和['新蔡县', '河南省']相邻, 淮滨县,411527000000, 新蔡县,411729000000
 ['息县', 410000, '河南省']和['新蔡县', '河南省']相邻, 息县,411528000000, 新蔡县,411729000000
 ['息县', 410000, '河南省']和['正阳县', '河南省']相邻, 息县,411528000000, 正阳县,411724000000
 ['川汇区', 410000, '河南省']和['商水县', '河南省']相邻, 川汇区,411602000000, 商水县,411623000000
 ['川汇区', 410000, '河南省']和['西华县', '河南省']相邻, 川汇区,411602000000, 西华县,411622000000
 ['川汇区', 410000, '河南省']和['淮阳区', '河南省']相邻, 川汇区,411602000000, 淮阳区,411603000000
 ['淮阳区', 410000, '河南省']和['鹿邑县', '河南省']相邻, 淮阳区,411603000000, 鹿邑县,411628000000
 ['淮阳区', 410000, '河南省']和['沈丘县', '河南省']相邻, 淮阳区,411603000000, 沈丘县,411624000000
 ['淮阳区', 410000, '河南省']和['郸城县', '河南省']相邻, 淮阳区,411603000000, 郸城县,411625000000
 ['淮阳区', 410000, '河南省']和['项城市', '河南省']相邻, 淮阳区,411603000000, 项城市,411681000000
 ['淮阳区', 410000, '河南省']和['太康县', '河南省']相邻, 淮阳区,411603000000, 太康县,411627000000
 ['淮阳区', 410000, '河南省']和['西华县', '河南省']相邻, 淮阳区,411603000000, 西华县,411622000000
 ['淮阳区', 410000, '河南省']和['商水县', '河南省']相邻, 淮阳区,411603000000, 商水县,411623000000
 ['扶沟县', 410000, '河南省']和['太康县', '河南省']相邻, 扶沟县,411621000000, 太康县,411627000000
 ['扶沟县', 410000, '河南省']和['西华县', '河南省']相邻, 扶沟县,411621000000, 西华县,411622000000
 ['西华县', 410000, '河南省']和['商水县', '河南省']相邻, 西华县,411622000000, 商水县,411623000000
 ['西华县', 410000, '河南省']和['太康县', '河南省']相邻, 西华县,411622000000, 太康县,411627000000
 ['商水县', 410000, '河南省']和['上蔡县', '河南省']相邻, 商水县,411623000000, 上蔡县,411722000000
 ['商水县', 410000, '河南省']和['项城市', '河南省']相邻, 商水县,411623000000, 项城市,411681000000
 ['沈丘县', 410000, '河南省']和['项城市', '河南省']相邻, 沈丘县,411624000000, 项城市,411681000000
 ['沈丘县', 410000, '河南省']和['郸城县', '河南省']相邻, 沈丘县,411624000000, 郸城县,411625000000
 ['郸城县', 410000, '河南省']和['鹿邑县', '河南省']相邻, 郸城县,411625000000, 鹿邑县,411628000000
 ['太康县', 410000, '河南省']和['鹿邑县', '河南省']相邻, 太康县,411627000000, 鹿邑县,411628000000
 ['项城市', 410000, '河南省']和['平舆县', '河南省']相邻, 项城市,411681000000, 平舆县,411723000000
 ['项城市', 410000, '河南省']和['上蔡县', '河南省']相邻, 项城市,411681000000, 上蔡县,411722000000
 ['驿城区', 410000, '河南省']和['泌阳县', '河南省']相邻, 驿城区,411702000000, 泌阳县,411726000000
 ['驿城区', 410000, '河南省']和['汝南县', '河南省']相邻, 驿城区,411702000000, 汝南县,411727000000
 ['驿城区', 410000, '河南省']和['确山县', '河南省']相邻, 驿城区,411702000000, 确山县,411725000000
 ['驿城区', 410000, '河南省']和['遂平县', '河南省']相邻, 驿城区,411702000000, 遂平县,411728000000
 ['西平县', 410000, '河南省']和['遂平县', '河南省']相邻, 西平县,411721000000, 遂平县,411728000000
 ['西平县', 410000, '河南省']和['上蔡县', '河南省']相邻, 西平县,411721000000, 上蔡县,411722000000
 ['上蔡县', 410000, '河南省']和['汝南县', '河南省']相邻, 上蔡县,411722000000, 汝南县,411727000000
 ['上蔡县', 410000, '河南省']和['平舆县', '河南省']相邻, 上蔡县,411722000000, 平舆县,411723000000
 ['上蔡县', 410000, '河南省']和['遂平县', '河南省']相邻, 上蔡县,411722000000, 遂平县,411728000000
 ['平舆县', 410000, '河南省']和['汝南县', '河南省']相邻, 平舆县,411723000000, 汝南县,411727000000
 ['平舆县', 410000, '河南省']和['新蔡县', '河南省']相邻, 平舆县,411723000000, 新蔡县,411729000000
 ['平舆县', 410000, '河南省']和['正阳县', '河南省']相邻, 平舆县,411723000000, 正阳县,411724000000
 ['正阳县', 410000, '河南省']和['汝南县', '河南省']相邻, 正阳县,411724000000, 汝南县,411727000000
 ['正阳县', 410000, '河南省']和['新蔡县', '河南省']相邻, 正阳县,411724000000, 新蔡县,411729000000
 ['正阳县', 410000, '河南省']和['确山县', '河南省']相邻, 正阳县,411724000000, 确山县,411725000000
 ['确山县', 410000, '河南省']和['汝南县', '河南省']相邻, 确山县,411725000000, 汝南县,411727000000
 ['确山县', 410000, '河南省']和['泌阳县', '河南省']相邻, 确山县,411725000000, 泌阳县,411726000000
 ['汝南县', 410000, '河南省']和['遂平县', '河南省']相邻, 汝南县,411727000000, 遂平县,411728000000
 ['江岸区', 420000, '湖北省']和['武昌区', '湖北省']相邻, 江岸区,420102000000, 武昌区,420106000000
 ['江岸区', 420000, '湖北省']和['黄陂区', '湖北省']相邻, 江岸区,420102000000, 黄陂区,420116000000
 ['江岸区', 420000, '湖北省']和['洪山区', '湖北省']相邻, 江岸区,420102000000, 洪山区,420111000000
 ['江岸区', 420000, '湖北省']和['东西湖区', '湖北省']相邻, 江岸区,420102000000, 东西湖区,420112000000
 ['江岸区', 420000, '湖北省']和['青山区', '湖北省']相邻, 江岸区,420102000000, 青山区,420107000000
 ['江岸区', 420000, '湖北省']和['江汉区', '湖北省']相邻, 江岸区,420102000000, 江汉区,420103000000
 ['江汉区', 420000, '湖北省']和['硚口区', '湖北省']相邻, 江汉区,420103000000, 硚口区,420104000000
 ['江汉区', 420000, '湖北省']和['东西湖区', '湖北省']相邻, 江汉区,420103000000, 东西湖区,420112000000
 ['江汉区', 420000, '湖北省']和['汉阳区', '湖北省']相邻, 江汉区,420103000000, 汉阳区,420105000000
 ['江汉区', 420000, '湖北省']和['武昌区', '湖北省']相邻, 江汉区,420103000000, 武昌区,420106000000
 ['硚口区', 420000, '湖北省']和['汉阳区', '湖北省']相邻, 硚口区,420104000000, 汉阳区,420105000000
 ['硚口区', 420000, '湖北省']和['东西湖区', '湖北省']相邻, 硚口区,420104000000, 东西湖区,420112000000
 ['汉阳区', 420000, '湖北省']和['洪山区', '湖北省']相邻, 汉阳区,420105000000, 洪山区,420111000000
 ['汉阳区', 420000, '湖北省']和['蔡甸区', '湖北省']相邻, 汉阳区,420105000000, 蔡甸区,420114000000
 ['汉阳区', 420000, '湖北省']和['武昌区', '湖北省']相邻, 汉阳区,420105000000, 武昌区,420106000000
 ['汉阳区', 420000, '湖北省']和['东西湖区', '湖北省']相邻, 汉阳区,420105000000, 东西湖区,420112000000
 ['武昌区', 420000, '湖北省']和['洪山区', '湖北省']相邻, 武昌区,420106000000, 洪山区,420111000000
 ['武昌区', 420000, '湖北省']和['青山区', '湖北省']相邻, 武昌区,420106000000, 青山区,420107000000
 ['青山区', 420000, '湖北省']和['洪山区', '湖北省']相邻, 青山区,420107000000, 洪山区,420111000000
 ['洪山区', 420000, '湖北省']和['华容区', '湖北省']相邻, 洪山区,420111000000, 华容区,420703000000
 ['洪山区', 420000, '湖北省']和['蔡甸区', '湖北省']相邻, 洪山区,420111000000, 蔡甸区,420114000000
 ['洪山区', 420000, '湖北省']和['江夏区', '湖北省']相邻, 洪山区,420111000000, 江夏区,420115000000
 ['洪山区', 420000, '湖北省']和['黄陂区', '湖北省']相邻, 洪山区,420111000000, 黄陂区,420116000000
 ['洪山区', 420000, '湖北省']和['新洲区', '湖北省']相邻, 洪山区,420111000000, 新洲区,420117000000
 ['东西湖区', 420000, '湖北省']和['孝南区', '湖北省']相邻, 东西湖区,420112000000, 孝南区,420902000000
 ['东西湖区', 420000, '湖北省']和['汉川市', '湖北省']相邻, 东西湖区,420112000000, 汉川市,420984000000
 ['东西湖区', 420000, '湖北省']和['黄陂区', '湖北省']相邻, 东西湖区,420112000000, 黄陂区,420116000000
 ['汉南区', 420000, '湖北省']和['嘉鱼县', '湖北省']相邻, 汉南区,420113000000, 嘉鱼县,421221000000
 ['汉南区', 420000, '湖北省']和['仙桃市', '湖北省']相邻, 汉南区,420113000000, 仙桃市,429004000000
 ['汉南区', 420000, '湖北省']和['洪湖市', '湖北省']相邻, 汉南区,420113000000, 洪湖市,421083000000
 ['蔡甸区', 420000, '湖北省']和['江夏区', '湖北省']相邻, 蔡甸区,420114000000, 江夏区,420115000000
 ['蔡甸区', 420000, '湖北省']和['仙桃市', '湖北省']相邻, 蔡甸区,420114000000, 仙桃市,429004000000
 ['蔡甸区', 420000, '湖北省']和['汉川市', '湖北省']相邻, 蔡甸区,420114000000, 汉川市,420984000000
 ['江夏区', 420000, '湖北省']和['梁子湖区', '湖北省']相邻, 江夏区,420115000000, 梁子湖区,420702000000
 ['江夏区', 420000, '湖北省']和['大冶市', '湖北省']相邻, 江夏区,420115000000, 大冶市,420281000000
 ['江夏区', 420000, '湖北省']和['咸安区', '湖北省']相邻, 江夏区,420115000000, 咸安区,421202000000
 ['江夏区', 420000, '湖北省']和['嘉鱼县', '湖北省']相邻, 江夏区,420115000000, 嘉鱼县,421221000000
 ['江夏区', 420000, '湖北省']和['华容区', '湖北省']相邻, 江夏区,420115000000, 华容区,420703000000
 ['黄陂区', 420000, '湖北省']和['孝昌县', '湖北省']相邻, 黄陂区,420116000000, 孝昌县,420921000000
 ['黄陂区', 420000, '湖北省']和['大悟县', '湖北省']相邻, 黄陂区,420116000000, 大悟县,420922000000
 ['黄陂区', 420000, '湖北省']和['红安县', '湖北省']相邻, 黄陂区,420116000000, 红安县,421122000000
 ['黄陂区', 420000, '湖北省']和['新洲区', '湖北省']相邻, 黄陂区,420116000000, 新洲区,420117000000
 ['黄陂区', 420000, '湖北省']和['孝南区', '湖北省']相邻, 黄陂区,420116000000, 孝南区,420902000000
 ['新洲区', 420000, '湖北省']和['麻城市', '湖北省']相邻, 新洲区,420117000000, 麻城市,421181000000
 ['新洲区', 420000, '湖北省']和['红安县', '湖北省']相邻, 新洲区,420117000000, 红安县,421122000000
 ['新洲区', 420000, '湖北省']和['团风县', '湖北省']相邻, 新洲区,420117000000, 团风县,421121000000
 ['新洲区', 420000, '湖北省']和['华容区', '湖北省']相邻, 新洲区,420117000000, 华容区,420703000000
 ['黄石港区', 420000, '湖北省']和['鄂城区', '湖北省']相邻, 黄石港区,420202000000, 鄂城区,420704000000
 ['黄石港区', 420000, '湖北省']和['浠水县', '湖北省']相邻, 黄石港区,420202000000, 浠水县,421125000000
 ['黄石港区', 420000, '湖北省']和['下陆区', '湖北省']相邻, 黄石港区,420202000000, 下陆区,420204000000
 ['黄石港区', 420000, '湖北省']和['西塞山区', '湖北省']相邻, 黄石港区,420202000000, 西塞山区,420203000000
 ['西塞山区', 420000, '湖北省']和['蕲春县', '湖北省']相邻, 西塞山区,420203000000, 蕲春县,421126000000
 ['西塞山区', 420000, '湖北省']和['阳新县', '湖北省']相邻, 西塞山区,420203000000, 阳新县,420222000000
 ['西塞山区', 420000, '湖北省']和['下陆区', '湖北省']相邻, 西塞山区,420203000000, 下陆区,420204000000
 ['西塞山区', 420000, '湖北省']和['大冶市', '湖北省']相邻, 西塞山区,420203000000, 大冶市,420281000000
 ['西塞山区', 420000, '湖北省']和['浠水县', '湖北省']相邻, 西塞山区,420203000000, 浠水县,421125000000
 ['下陆区', 420000, '湖北省']和['大冶市', '湖北省']相邻, 下陆区,420204000000, 大冶市,420281000000
 ['下陆区', 420000, '湖北省']和['铁山区', '湖北省']相邻, 下陆区,420204000000, 铁山区,420205000000
 ['下陆区', 420000, '湖北省']和['鄂城区', '湖北省']相邻, 下陆区,420204000000, 鄂城区,420704000000
 ['铁山区', 420000, '湖北省']和['鄂城区', '湖北省']相邻, 铁山区,420205000000, 鄂城区,420704000000
 ['铁山区', 420000, '湖北省']和['大冶市', '湖北省']相邻, 铁山区,420205000000, 大冶市,420281000000
 ['阳新县', 420000, '湖北省']和['咸安区', '湖北省']相邻, 阳新县,420222000000, 咸安区,421202000000
 ['阳新县', 420000, '湖北省']和['蕲春县', '湖北省']相邻, 阳新县,420222000000, 蕲春县,421126000000
 ['阳新县', 420000, '湖北省']和['通山县', '湖北省']相邻, 阳新县,420222000000, 通山县,421224000000
 ['阳新县', 420000, '湖北省']和['武穴市', '湖北省']相邻, 阳新县,420222000000, 武穴市,421182000000
 ['阳新县', 420000, '湖北省']和['大冶市', '湖北省']相邻, 阳新县,420222000000, 大冶市,420281000000
 ['大冶市', 420000, '湖北省']和['咸安区', '湖北省']相邻, 大冶市,420281000000, 咸安区,421202000000
 ['大冶市', 420000, '湖北省']和['鄂城区', '湖北省']相邻, 大冶市,420281000000, 鄂城区,420704000000
 ['大冶市', 420000, '湖北省']和['梁子湖区', '湖北省']相邻, 大冶市,420281000000, 梁子湖区,420702000000
 ['茅箭区', 420000, '湖北省']和['房县', '湖北省']相邻, 茅箭区,420302000000, 房县,420325000000
 ['茅箭区', 420000, '湖北省']和['郧阳区', '湖北省']相邻, 茅箭区,420302000000, 郧阳区,420304000000
 ['茅箭区', 420000, '湖北省']和['丹江口市', '湖北省']相邻, 茅箭区,420302000000, 丹江口市,420381000000
 ['茅箭区', 420000, '湖北省']和['张湾区', '湖北省']相邻, 茅箭区,420302000000, 张湾区,420303000000
 ['张湾区', 420000, '湖北省']和['郧阳区', '湖北省']相邻, 张湾区,420303000000, 郧阳区,420304000000
 ['郧阳区', 420000, '湖北省']和['白河县', '陕西省']相邻, 郧阳区,420304000000, 白河县,610929000000
 ['郧阳区', 420000, '湖北省']和['竹山县', '湖北省']相邻, 郧阳区,420304000000, 竹山县,420323000000
 ['郧阳区', 420000, '湖北省']和['丹江口市', '湖北省']相邻, 郧阳区,420304000000, 丹江口市,420381000000
 ['郧阳区', 420000, '湖北省']和['郧西县', '湖北省']相邻, 郧阳区,420304000000, 郧西县,420322000000
 ['郧阳区', 420000, '湖北省']和['房县', '湖北省']相邻, 郧阳区,420304000000, 房县,420325000000
 ['郧阳区', 420000, '湖北省']和['商南县', '陕西省']相邻, 郧阳区,420304000000, 商南县,611023000000
 ['郧西县', 420000, '湖北省']和['旬阳县', '陕西省']相邻, 郧西县,420322000000, 旬阳县,610981000000
 ['郧西县', 420000, '湖北省']和['山阳县', '陕西省']相邻, 郧西县,420322000000, 山阳县,611024000000
 ['郧西县', 420000, '湖北省']和['镇安县', '陕西省']相邻, 郧西县,420322000000, 镇安县,611025000000
 ['郧西县', 420000, '湖北省']和['白河县', '陕西省']相邻, 郧西县,420322000000, 白河县,610929000000
 ['郧西县', 420000, '湖北省']和['商南县', '陕西省']相邻, 郧西县,420322000000, 商南县,611023000000
 ['竹山县', 420000, '湖北省']和['白河县', '陕西省']相邻, 竹山县,420323000000, 白河县,610929000000
 ['竹山县', 420000, '湖北省']和['房县', '湖北省']相邻, 竹山县,420323000000, 房县,420325000000
 ['竹山县', 420000, '湖北省']和['竹溪县', '湖北省']相邻, 竹山县,420323000000, 竹溪县,420324000000
 ['竹山县', 420000, '湖北省']和['巫溪县', '重庆市']相邻, 竹山县,420323000000, 巫溪县,500238000000
 ['竹山县', 420000, '湖北省']和['神农架林区', '湖北省']相邻, 竹山县,420323000000, 神农架林区,429021000000
 ['竹山县', 420000, '湖北省']和['旬阳县', '陕西省']相邻, 竹山县,420323000000, 旬阳县,610981000000
 ['竹溪县', 420000, '湖北省']和['巫溪县', '重庆市']相邻, 竹溪县,420324000000, 巫溪县,500238000000
 ['竹溪县', 420000, '湖北省']和['镇坪县', '陕西省']相邻, 竹溪县,420324000000, 镇坪县,610927000000
 ['竹溪县', 420000, '湖北省']和['平利县', '陕西省']相邻, 竹溪县,420324000000, 平利县,610926000000
 ['竹溪县', 420000, '湖北省']和['旬阳县', '陕西省']相邻, 竹溪县,420324000000, 旬阳县,610981000000
 ['房县', 420000, '湖北省']和['谷城县', '湖北省']相邻, 房县,420325000000, 谷城县,420625000000
 ['房县', 420000, '湖北省']和['丹江口市', '湖北省']相邻, 房县,420325000000, 丹江口市,420381000000
 ['房县', 420000, '湖北省']和['神农架林区', '湖北省']相邻, 房县,420325000000, 神农架林区,429021000000
 ['丹江口市', 420000, '湖北省']和['谷城县', '湖北省']相邻, 丹江口市,420381000000, 谷城县,420625000000
 ['丹江口市', 420000, '湖北省']和['老河口市', '湖北省']相邻, 丹江口市,420381000000, 老河口市,420682000000
 ['西陵区', 420000, '湖北省']和['夷陵区', '湖北省']相邻, 西陵区,420502000000, 夷陵区,420506000000
 ['西陵区', 420000, '湖北省']和['点军区', '湖北省']相邻, 西陵区,420502000000, 点军区,420504000000
 ['西陵区', 420000, '湖北省']和['伍家岗区', '湖北省']相邻, 西陵区,420502000000, 伍家岗区,420503000000
 ['伍家岗区', 420000, '湖北省']和['猇亭区', '湖北省']相邻, 伍家岗区,420503000000, 猇亭区,420505000000
 ['伍家岗区', 420000, '湖北省']和['夷陵区', '湖北省']相邻, 伍家岗区,420503000000, 夷陵区,420506000000
 ['伍家岗区', 420000, '湖北省']和['点军区', '湖北省']相邻, 伍家岗区,420503000000, 点军区,420504000000
 ['点军区', 420000, '湖北省']和['宜都市', '湖北省']相邻, 点军区,420504000000, 宜都市,420581000000
 ['点军区', 420000, '湖北省']和['夷陵区', '湖北省']相邻, 点军区,420504000000, 夷陵区,420506000000
 ['点军区', 420000, '湖北省']和['猇亭区', '湖北省']相邻, 点军区,420504000000, 猇亭区,420505000000
 ['点军区', 420000, '湖北省']和['长阳土家族自治县', '湖北省']相邻, 点军区,420504000000, 长阳土家族自治县,420528000000
 ['猇亭区', 420000, '湖北省']和['夷陵区', '湖北省']相邻, 猇亭区,420505000000, 夷陵区,420506000000
 ['猇亭区', 420000, '湖北省']和['宜都市', '湖北省']相邻, 猇亭区,420505000000, 宜都市,420581000000
 ['猇亭区', 420000, '湖北省']和['枝江市', '湖北省']相邻, 猇亭区,420505000000, 枝江市,420583000000
 ['夷陵区', 420000, '湖北省']和['枝江市', '湖北省']相邻, 夷陵区,420506000000, 枝江市,420583000000
 ['夷陵区', 420000, '湖北省']和['长阳土家族自治县', '湖北省']相邻, 夷陵区,420506000000, 长阳土家族自治县,420528000000
 ['夷陵区', 420000, '湖北省']和['当阳市', '湖北省']相邻, 夷陵区,420506000000, 当阳市,420582000000
 ['夷陵区', 420000, '湖北省']和['兴山县', '湖北省']相邻, 夷陵区,420506000000, 兴山县,420526000000
 ['夷陵区', 420000, '湖北省']和['远安县', '湖北省']相邻, 夷陵区,420506000000, 远安县,420525000000
 ['夷陵区', 420000, '湖北省']和['保康县', '湖北省']相邻, 夷陵区,420506000000, 保康县,420626000000
 ['夷陵区', 420000, '湖北省']和['秭归县', '湖北省']相邻, 夷陵区,420506000000, 秭归县,420527000000
 ['远安县', 420000, '湖北省']和['保康县', '湖北省']相邻, 远安县,420525000000, 保康县,420626000000
 ['远安县', 420000, '湖北省']和['当阳市', '湖北省']相邻, 远安县,420525000000, 当阳市,420582000000
 ['远安县', 420000, '湖北省']和['东宝区', '湖北省']相邻, 远安县,420525000000, 东宝区,420802000000
 ['远安县', 420000, '湖北省']和['南漳县', '湖北省']相邻, 远安县,420525000000, 南漳县,420624000000
 ['兴山县', 420000, '湖北省']和['神农架林区', '湖北省']相邻, 兴山县,420526000000, 神农架林区,429021000000
 ['兴山县', 420000, '湖北省']和['巴东县', '湖北省']相邻, 兴山县,420526000000, 巴东县,422823000000
 ['兴山县', 420000, '湖北省']和['秭归县', '湖北省']相邻, 兴山县,420526000000, 秭归县,420527000000
 ['秭归县', 420000, '湖北省']和['长阳土家族自治县', '湖北省']相邻, 秭归县,420527000000, 长阳土家族自治县,420528000000
 ['秭归县', 420000, '湖北省']和['巴东县', '湖北省']相邻, 秭归县,420527000000, 巴东县,422823000000
 ['长阳土家族自治县', 420000, '湖北省']和['五峰土家族自治县', '湖北省']相邻, 长阳土家族自治县,420528000000, 五峰土家族自治县,420529000000
 ['长阳土家族自治县', 420000, '湖北省']和['巴东县', '湖北省']相邻, 长阳土家族自治县,420528000000, 巴东县,422823000000
 ['长阳土家族自治县', 420000, '湖北省']和['宜都市', '湖北省']相邻, 长阳土家族自治县,420528000000, 宜都市,420581000000
 ['五峰土家族自治县', 420000, '湖北省']和['宜都市', '湖北省']相邻, 五峰土家族自治县,420529000000, 宜都市,420581000000
 ['五峰土家族自治县', 420000, '湖北省']和['巴东县', '湖北省']相邻, 五峰土家族自治县,420529000000, 巴东县,422823000000
 ['五峰土家族自治县', 420000, '湖北省']和['石门县', '湖南省']相邻, 五峰土家族自治县,420529000000, 石门县,430726000000
 ['五峰土家族自治县', 420000, '湖北省']和['鹤峰县', '湖北省']相邻, 五峰土家族自治县,420529000000, 鹤峰县,422828000000
 ['五峰土家族自治县', 420000, '湖北省']和['松滋市', '湖北省']相邻, 五峰土家族自治县,420529000000, 松滋市,421087000000
 ['宜都市', 420000, '湖北省']和['松滋市', '湖北省']相邻, 宜都市,420581000000, 松滋市,421087000000
 ['宜都市', 420000, '湖北省']和['枝江市', '湖北省']相邻, 宜都市,420581000000, 枝江市,420583000000
 ['当阳市', 420000, '湖北省']和['荆州区', '湖北省']相邻, 当阳市,420582000000, 荆州区,421003000000
 ['当阳市', 420000, '湖北省']和['枝江市', '湖北省']相邻, 当阳市,420582000000, 枝江市,420583000000
 ['当阳市', 420000, '湖北省']和['沙洋县', '湖北省']相邻, 当阳市,420582000000, 沙洋县,420822000000
 ['当阳市', 420000, '湖北省']和['掇刀区', '湖北省']相邻, 当阳市,420582000000, 掇刀区,420804000000
 ['当阳市', 420000, '湖北省']和['东宝区', '湖北省']相邻, 当阳市,420582000000, 东宝区,420802000000
 ['枝江市', 420000, '湖北省']和['松滋市', '湖北省']相邻, 枝江市,420583000000, 松滋市,421087000000
 ['枝江市', 420000, '湖北省']和['荆州区', '湖北省']相邻, 枝江市,420583000000, 荆州区,421003000000
 ['襄城区', 420000, '湖北省']和['襄州区', '湖北省']相邻, 襄城区,420602000000, 襄州区,420607000000
 ['襄城区', 420000, '湖北省']和['樊城区', '湖北省']相邻, 襄城区,420602000000, 樊城区,420606000000
 ['襄城区', 420000, '湖北省']和['谷城县', '湖北省']相邻, 襄城区,420602000000, 谷城县,420625000000
 ['襄城区', 420000, '湖北省']和['宜城市', '湖北省']相邻, 襄城区,420602000000, 宜城市,420684000000
 ['襄城区', 420000, '湖北省']和['南漳县', '湖北省']相邻, 襄城区,420602000000, 南漳县,420624000000
 ['樊城区', 420000, '湖北省']和['老河口市', '湖北省']相邻, 樊城区,420606000000, 老河口市,420682000000
 ['樊城区', 420000, '湖北省']和['襄州区', '湖北省']相邻, 樊城区,420606000000, 襄州区,420607000000
 ['樊城区', 420000, '湖北省']和['谷城县', '湖北省']相邻, 樊城区,420606000000, 谷城县,420625000000
 ['襄州区', 420000, '湖北省']和['宜城市', '湖北省']相邻, 襄州区,420607000000, 宜城市,420684000000
 ['襄州区', 420000, '湖北省']和['老河口市', '湖北省']相邻, 襄州区,420607000000, 老河口市,420682000000
 ['襄州区', 420000, '湖北省']和['枣阳市', '湖北省']相邻, 襄州区,420607000000, 枣阳市,420683000000
 ['南漳县', 420000, '湖北省']和['宜城市', '湖北省']相邻, 南漳县,420624000000, 宜城市,420684000000
 ['南漳县', 420000, '湖北省']和['保康县', '湖北省']相邻, 南漳县,420624000000, 保康县,420626000000
 ['南漳县', 420000, '湖北省']和['东宝区', '湖北省']相邻, 南漳县,420624000000, 东宝区,420802000000
 ['南漳县', 420000, '湖北省']和['谷城县', '湖北省']相邻, 南漳县,420624000000, 谷城县,420625000000
 ['谷城县', 420000, '湖北省']和['老河口市', '湖北省']相邻, 谷城县,420625000000, 老河口市,420682000000
 ['保康县', 420000, '湖北省']和['神农架林区', '湖北省']相邻, 保康县,420626000000, 神农架林区,429021000000
 ['枣阳市', 420000, '湖北省']和['宜城市', '湖北省']相邻, 枣阳市,420683000000, 宜城市,420684000000
 ['枣阳市', 420000, '湖北省']和['随县', '湖北省']相邻, 枣阳市,420683000000, 随县,421321000000
 ['宜城市', 420000, '湖北省']和['东宝区', '湖北省']相邻, 宜城市,420684000000, 东宝区,420802000000
 ['宜城市', 420000, '湖北省']和['钟祥市', '湖北省']相邻, 宜城市,420684000000, 钟祥市,420881000000
 ['宜城市', 420000, '湖北省']和['随县', '湖北省']相邻, 宜城市,420684000000, 随县,421321000000
 ['梁子湖区', 420000, '湖北省']和['鄂城区', '湖北省']相邻, 梁子湖区,420702000000, 鄂城区,420704000000
 ['梁子湖区', 420000, '湖北省']和['华容区', '湖北省']相邻, 梁子湖区,420702000000, 华容区,420703000000
 ['华容区', 420000, '湖北省']和['鄂城区', '湖北省']相邻, 华容区,420703000000, 鄂城区,420704000000
 ['华容区', 420000, '湖北省']和['团风县', '湖北省']相邻, 华容区,420703000000, 团风县,421121000000
 ['华容区', 420000, '湖北省']和['黄州区', '湖北省']相邻, 华容区,420703000000, 黄州区,421102000000
 ['鄂城区', 420000, '湖北省']和['黄州区', '湖北省']相邻, 鄂城区,420704000000, 黄州区,421102000000
 ['鄂城区', 420000, '湖北省']和['浠水县', '湖北省']相邻, 鄂城区,420704000000, 浠水县,421125000000
 ['东宝区', 420000, '湖北省']和['掇刀区', '湖北省']相邻, 东宝区,420802000000, 掇刀区,420804000000
 ['东宝区', 420000, '湖北省']和['钟祥市', '湖北省']相邻, 东宝区,420802000000, 钟祥市,420881000000
 ['掇刀区', 420000, '湖北省']和['沙洋县', '湖北省']相邻, 掇刀区,420804000000, 沙洋县,420822000000
 ['掇刀区', 420000, '湖北省']和['钟祥市', '湖北省']相邻, 掇刀区,420804000000, 钟祥市,420881000000
 ['沙洋县', 420000, '湖北省']和['沙市区', '湖北省']相邻, 沙洋县,420822000000, 沙市区,421002000000
 ['沙洋县', 420000, '湖北省']和['钟祥市', '湖北省']相邻, 沙洋县,420822000000, 钟祥市,420881000000
 ['沙洋县', 420000, '湖北省']和['天门市', '湖北省']相邻, 沙洋县,420822000000, 天门市,429006000000
